itrial,d,method,coverage,width
1,45,jackknife+,0.9,3.4013683721049266
1,45,jackknife-mm,0.91,3.485597800903154
1,45,CV+,0.9,3.453867709591649
1,45,split,0.89,3.5714019089826734
2,45,naive,0.78,3.14946297106257
2,45,jackknife,0.8,3.276010948000047
2,45,jackknife+,0.81,3.2766015693512065
2,45,jackknife-mm,0.81,3.3512475172232
2,45,CV+,0.81,3.309358292173444
2,45,split,0.84,3.448271088086662
3,45,naive,0.87,3.210300825236288
3,45,jackknife,0.89,3.3560355233706964
3,45,jackknife+,0.89,3.3656496805645624
3,45,jackknife-mm,0.89,3.4350159300721868
3,45,CV+,0.89,3.3777194923501948
3,45,split,0.89,3.4046601925928717
4,45,naive,0.91,3.2653650783951225
4,45,jackknife,0.94,3.4237380696800015
4,45,jackknife+,0.94,3.419139627615691
4,45,jackknife-mm,0.94,3.502107443024927
4,45,CV+,0.94,3.443267343265603
4,45,split,0.91,3.3563780892740125
5,45,naive,0.9,3.3021357195269734
5,45,jackknife,0.91,3.447786443497592
5,45,jackknife+,0.91,3.4567691296213785
5,45,jackknife-mm,0.91,3.520851768493478
5,45,CV+,0.91,3.4777428017510514
5,45,split,0.91,3.5828793944868793
6,45,naive,0.91,3.3740255763811633
6,45,jackknife,0.92,3.5374672590438534
6,45,jackknife+,0.92,3.534492534777114
6,45,jackknife-mm,0.94,3.621208293685052
6,45,CV+,0.92,3.5330411810011197
6,45,split,0.96,3.650502986940859
7,45,naive,0.87,3.2165447502685542
7,45,jackknife,0.88,3.3715220756259323
7,45,jackknife+,0.88,3.3722726115752146
7,45,jackknife-mm,0.88,3.4500737745397068
7,45,CV+,0.88,3.3981802227644895
7,45,split,0.89,3.3817793811991255
8,45,naive,0.85,3.155495458143895
8,45,jackknife,0.9,3.29898143946446
8,45,jackknife+,0.9,3.292522073036289
8,45,jackknife-mm,0.91,3.3742323663587173
8,45,CV+,0.88,3.2528890625044524
8,45,split,0.88,3.3081242654631025
9,45,naive,0.8,3.087245172579571
9,45,jackknife,0.83,3.237318661186697
9,45,jackknife+,0.83,3.2449291661133874
9,45,jackknife-mm,0.83,3.314438646435155
9,45,CV+,0.83,3.2788284807601524
9,45,split,0.87,3.3413534547102937
10,45,naive,0.83,3.1381813804664485
10,45,jackknife,0.83,3.2739396222843307
10,45,jackknife+,0.83,3.2855896675047944
10,45,jackknife-mm,0.85,3.347033879820471
10,45,CV+,0.83,3.2813548643620827
10,45,split,0.86,3.3650990907247036
11,45,naive,0.9,3.1696508805838963
11,45,jackknife,0.9,3.308319021930691
11,45,jackknife+,0.9,3.3214428094282864
11,45,jackknife-mm,0.9,3.383045842232191
11,45,CV+,0.9,3.2997017924579826
11,45,split,0.91,3.4555667965655004
12,45,naive,0.96,3.2296046921863364
12,45,jackknife,0.96,3.3626928233124946
12,45,jackknife+,0.96,3.358610318471679
12,45,jackknife-mm,0.96,3.4368164636400986
12,45,CV+,0.96,3.3889900024575836
12,45,split,0.97,3.2852962431726933
13,45,naive,0.9,3.251725769376399
13,45,jackknife,0.91,3.443979414314015
13,45,jackknife+,0.91,3.4278367205184135
13,45,jackknife-mm,0.91,3.51982833620954
13,45,CV+,0.91,3.4373595964467594
13,45,split,0.91,3.3938441236782135
14,45,naive,0.85,3.058492651033912
14,45,jackknife,0.86,3.2022818495941636
14,45,jackknife+,0.86,3.199605788289794
14,45,jackknife-mm,0.87,3.2788777212969857
14,45,CV+,0.86,3.22562551258966
14,45,split,0.81,3.2502448703713167
15,45,naive,0.88,3.2097126188087026
15,45,jackknife,0.9,3.3618442043491847
15,45,jackknife+,0.9,3.363964702839053
15,45,jackknife-mm,0.91,3.4370416471477374
15,45,CV+,0.9,3.370325055672314
15,45,split,0.92,3.5413583222148755
16,45,naive,0.86,3.227924530522352
16,45,jackknife,0.88,3.372650704825617
16,45,jackknife+,0.88,3.3797557651118937
16,45,jackknife-mm,0.88,3.4547701856564426
16,45,CV+,0.88,3.433847069415468
16,45,split,0.88,3.4373227158395814
17,45,naive,0.83,3.1092307584974264
17,45,jackknife,0.85,3.2520417839352205
17,45,jackknife+,0.85,3.2520044615452544
17,45,jackknife-mm,0.86,3.333575708789258
17,45,CV+,0.85,3.250651122933975
17,45,split,0.87,3.3772229368492153
18,45,naive,0.83,3.0968387837722453
18,45,jackknife,0.84,3.2522585599023177
18,45,jackknife+,0.84,3.2462353061546634
18,45,jackknife-mm,0.89,3.32725317448556
18,45,CV+,0.84,3.282107926149978
18,45,split,0.86,3.3752067780920716
19,45,naive,0.77,2.9668223807722125
19,45,jackknife,0.79,3.0886283521668982
19,45,jackknife+,0.79,3.105422731944019
19,45,jackknife-mm,0.8,3.166486448763108
19,45,CV+,0.79,3.139053544965053
19,45,split,0.77,3.068790936796896
20,45,naive,0.88,3.1416147152844296
20,45,jackknife,0.89,3.268711070307346
20,45,jackknife+,0.89,3.2850143465211192
20,45,jackknife-mm,0.89,3.3455183276852107
20,45,CV+,0.89,3.3607942431703997
20,45,split,0.89,3.5505694361485785
21,45,naive,0.89,3.2771454073147597
21,45,jackknife,0.9,3.41203689132275
21,45,jackknife+,0.91,3.41491671986709
21,45,jackknife-mm,0.91,3.4906893677487454
21,45,CV+,0.91,3.4476293893159125
21,45,split,0.91,3.4797229206925926
22,45,naive,0.89,3.2617527537594206
22,45,jackknife,0.9,3.4289156311765563
22,45,jackknife+,0.9,3.421479586792989
22,45,jackknife-mm,0.92,3.515281421927902
22,45,CV+,0.9,3.4100490818787756
22,45,split,0.91,3.443596382067353
23,45,naive,0.89,3.2490630445252004
23,45,jackknife,0.9,3.4061718181658938
23,45,jackknife+,0.9,3.4040817466836173
23,45,jackknife-mm,0.9,3.4848560078915547
23,45,CV+,0.9,3.4036783695039974
23,45,split,0.9,3.5355538415776255
24,45,naive,0.86,3.318817007168394
24,45,jackknife,0.87,3.508742769288501
24,45,jackknife+,0.87,3.5038906016341356
24,45,jackknife-mm,0.88,3.593012815745819
24,45,CV+,0.88,3.5237925363736
24,45,split,0.88,3.7648192127911715
25,45,naive,0.91,3.1800564578748594
25,45,jackknife,0.93,3.3189593911316875
25,45,jackknife+,0.93,3.32533007723986
25,45,jackknife-mm,0.93,3.403774882643917
25,45,CV+,0.93,3.352877709773781
25,45,split,0.9,3.2770367639593947
26,45,naive,0.89,3.296968869890461
26,45,jackknife,0.91,3.4504759550828172
26,45,jackknife+,0.91,3.4575940771170792
26,45,jackknife-mm,0.91,3.5287459122185965
26,45,CV+,0.91,3.4595436193039784
26,45,split,0.87,3.408746669813882
27,45,naive,0.94,3.349259863110888
27,45,jackknife,0.95,3.532646710771149
27,45,jackknife+,0.95,3.5313093818576147
27,45,jackknife-mm,0.95,3.6151094973678486
27,45,CV+,0.95,3.541667259141282
27,45,split,0.93,3.5500339469674422
28,45,naive,0.87,3.171745658595063
28,45,jackknife,0.87,3.316216401611274
28,45,jackknife+,0.87,3.3230814713225203
28,45,jackknife-mm,0.88,3.395200095762812
28,45,CV+,0.88,3.3596465948420904
28,45,split,0.88,3.4274299486888307
29,45,naive,0.95,3.3714334936418204
29,45,jackknife,0.97,3.538157007859429
29,45,jackknife+,0.97,3.5436756585627
29,45,jackknife-mm,0.97,3.6191588373929666
29,45,CV+,0.97,3.497142272363027
29,45,split,0.98,3.530866181534764
30,45,naive,0.9,3.3494170158840397
30,45,jackknife,0.93,3.4926017925478727
30,45,jackknife+,0.93,3.492948895793121
30,45,jackknife-mm,0.94,3.572964744813048
30,45,CV+,0.94,3.519587178468049
30,45,split,0.92,3.5052413748296676
31,45,naive,0.88,3.121508858421543
31,45,jackknife,0.91,3.26286737981352
31,45,jackknife+,0.9,3.2578245875450142
31,45,jackknife-mm,0.91,3.342212902898615
31,45,CV+,0.91,3.2888176160406086
31,45,split,0.95,3.5194074135376407
32,45,naive,0.9,3.1468072044085384
32,45,jackknife,0.91,3.2726144358360507
32,45,jackknife+,0.91,3.283538197197651
32,45,jackknife-mm,0.91,3.349105737358715
32,45,CV+,0.91,3.2555210198900295
32,45,split,0.95,3.55283269108922
33,45,naive,0.89,3.201589489530042
33,45,jackknife,0.89,3.3637501110509955
33,45,jackknife+,0.89,3.3590392417598025
33,45,jackknife-mm,0.91,3.4438085057669183
33,45,CV+,0.89,3.3616577579072797
33,45,split,0.93,3.40709845448174
34,45,naive,0.9,3.29810712263094
34,45,jackknife,0.91,3.4766044785954104
34,45,jackknife+,0.91,3.4801417826534955
34,45,jackknife-mm,0.91,3.5593129711246174
34,45,CV+,0.91,3.5294278894968745
34,45,split,0.94,3.588173752673774
35,45,naive,0.84,3.3575509799600853
35,45,jackknife,0.86,3.506751197261525
35,45,jackknife+,0.86,3.49858479417237
35,45,jackknife-mm,0.87,3.590891522131581
35,45,CV+,0.86,3.483375199864893
35,45,split,0.87,3.743885800433524
36,45,naive,0.88,3.1173197147915324
36,45,jackknife,0.91,3.273703923055302
36,45,jackknife+,0.92,3.2759320929766362
36,45,jackknife-mm,0.94,3.3514391463314457
36,45,CV+,0.92,3.2914317068799552
36,45,split,0.92,3.4236160665162543
37,45,naive,0.9,3.2394931293437157
37,45,jackknife,0.91,3.408877053098211
37,45,jackknife+,0.91,3.407535047689885
37,45,jackknife-mm,0.93,3.489680821702103
37,45,CV+,0.92,3.4319588519494095
37,45,split,0.9,3.2399202339174153
38,45,naive,0.88,3.236919438848763
38,45,jackknife,0.88,3.389668866180271
38,45,jackknife+,0.88,3.3880076127642877
38,45,jackknife-mm,0.89,3.468182281676749
38,45,CV+,0.88,3.4006045803169203
38,45,split,0.92,3.6250529484813296
39,45,naive,0.91,3.194689689824999
39,45,jackknife,0.91,3.337029368422577
39,45,jackknife+,0.91,3.348527724538506
39,45,jackknife-mm,0.92,3.4157238841321704
39,45,CV+,0.91,3.341499248938477
39,45,split,0.93,3.4227410630815194
40,45,naive,0.93,3.1206254005069805
40,45,jackknife,0.93,3.3021566261518838
40,45,jackknife+,0.93,3.2997031674133677
40,45,jackknife-mm,0.94,3.3764803274211967
40,45,CV+,0.93,3.329805404696449
40,45,split,0.94,3.3369422796347243
41,45,naive,0.9,3.3130028117168813
41,45,jackknife,0.92,3.471844635832781
41,45,jackknife+,0.92,3.4633889390821353
41,45,jackknife-mm,0.92,3.5519966887260104
41,45,CV+,0.92,3.4561697150796182
41,45,split,0.92,3.6037843290479272
42,45,naive,0.9,3.115781854061799
42,45,jackknife,0.92,3.2701201661564023
42,45,jackknife+,0.92,3.2688642499021676
42,45,jackknife-mm,0.92,3.3466770200221343
42,45,CV+,0.92,3.2717460877145728
42,45,split,0.92,3.3397391626695945
43,45,naive,0.85,3.0782428883081763
43,45,jackknife,0.85,3.1931074678044142
43,45,jackknife+,0.85,3.199109794346666
43,45,jackknife-mm,0.87,3.271510624178527
43,45,CV+,0.85,3.2001796399051257
43,45,split,0.88,3.242383527166698
44,45,naive,0.85,3.199985943344454
44,45,jackknife,0.88,3.3519439458989426
44,45,jackknife+,0.88,3.3563169387733045
44,45,jackknife-mm,0.9,3.428408329091231
44,45,CV+,0.9,3.3553156912366338
44,45,split,0.89,3.4579931141033153
45,45,naive,0.85,3.0726297089827876
45,45,jackknife,0.85,3.20898798135118
45,45,jackknife+,0.86,3.214619340545786
45,45,jackknife-mm,0.88,3.286828881307134
45,45,CV+,0.89,3.2812375651364833
45,45,split,0.92,3.4430915165580704
46,45,naive,0.79,3.0611251926753535
46,45,jackknife,0.8,3.1947903691364887
46,45,jackknife+,0.8,3.1908324959791297
46,45,jackknife-mm,0.83,3.274993929021028
46,45,CV+,0.81,3.228074630334345
46,45,split,0.85,3.3472282474032222
47,45,naive,0.92,3.150420838814507
47,45,jackknife,0.92,3.3156516980836064
47,45,jackknife+,0.92,3.3096081441101246
47,45,jackknife-mm,0.93,3.3927883608544316
47,45,CV+,0.93,3.3090800924544697
47,45,split,0.92,3.4567142393592007
48,45,naive,0.94,3.3812553123832454
48,45,jackknife,0.95,3.520035830940289
48,45,jackknife+,0.95,3.5280058770383693
48,45,jackknife-mm,0.95,3.6041586287642944
48,45,CV+,0.95,3.5857906038378373
48,45,split,0.96,3.6308689097979983
49,45,naive,0.9,3.214442873772616
49,45,jackknife,0.91,3.3452627337856207
49,45,jackknife+,0.91,3.338378268738235
49,45,jackknife-mm,0.92,3.419743882793914
49,45,CV+,0.9,3.3244670286059095
49,45,split,0.92,3.345721270516202
0,50,naive,0.87,3.295324625237407
0,50,jackknife,0.89,3.4754216414740386
0,50,jackknife+,0.89,3.4756262836989738
0,50,jackknife-mm,0.91,3.5572268192331147
0,50,CV+,0.89,3.4189016599942814
0,50,split,0.93,3.4813316556237077
1,50,naive,0.9,3.267112209720659
1,50,jackknife,0.91,3.451898695256892
1,50,jackknife+,0.91,3.450537177088412
1,50,jackknife-mm,0.92,3.5335510418791554
1,50,CV+,0.93,3.539866531169521
1,50,split,0.9,3.4168324166382695
2,50,naive,0.9,3.205434079325818
2,50,jackknife,0.91,3.3530238723856156
2,50,jackknife+,0.91,3.363403139465208
2,50,jackknife-mm,0.91,3.4327707659953712
2,50,CV+,0.91,3.3927039603411857
2,50,split,0.91,3.446359943544906
3,50,naive,0.82,3.2662200851883103
3,50,jackknife,0.88,3.435355020490084
3,50,jackknife+,0.88,3.4374531406501525
3,50,jackknife-mm,0.88,3.5200769064909485
3,50,CV+,0.88,3.4560122096650137
3,50,split,0.84,3.5308796884612508
4,50,naive,0.93,3.239834698142663
4,50,jackknife,0.93,3.403882938851687
4,50,jackknife+,0.93,3.4053760135572135
4,50,jackknife-mm,0.93,3.484997432905034
4,50,CV+,0.93,3.413644527498813
4,50,split,0.95,3.6838845238825497
5,50,naive,0.82,3.150099342919777
5,50,jackknife,0.87,3.297183131218312
5,50,jackknife+,0.87,3.29448901152621
5,50,jackknife-mm,0.87,3.383112354943955
5,50,CV+,0.87,3.366747410703717
5,50,split,0.81,3.3351689163717406
6,50,naive,0.92,3.190374122496166
6,50,jackknife,0.95,3.3672818428025475
6,50,jackknife+,0.95,3.3704166751731255
6,50,jackknife-mm,0.97,3.4520657154121013
6,50,CV+,0.96,3.4151329839673803
6,50,split,0.96,3.611586191439547
7,50,naive,0.89,3.3092961703390533
7,50,jackknife,0.91,3.508656929353704
7,50,jackknife+,0.91,3.5016588736127376
7,50,jackknife-mm,0.92,3.5974768883750663
7,50,CV+,0.91,3.5221059046651413
7,50,split,0.94,3.482047362321489
8,50,naive,0.88,3.241949549485125
8,50,jackknife,0.89,3.4050291248832827
8,50,jackknife+,0.89,3.401969932682279
8,50,jackknife-mm,0.9,3.488948498204014
8,50,CV+,0.89,3.384029674700763
8,50,split,0.91,3.399133046999564
9,50,naive,0.94,3.204220431177475
9,50,jackknife,0.95,3.386701674951779
9,50,jackknife+,0.95,3.380204414420539
9,50,jackknife-mm,0.95,3.4747223668383684
9,50,CV+,0.95,3.3526970096483977
9,50,split,0.93,3.4189634487070193
10,50,naive,0.87,3.179909175215526
10,50,jackknife,0.9,3.3634492845818396
10,50,jackknife+,0.9,3.370543303906942
10,50,jackknife-mm,0.92,3.4507224615691774
10,50,CV+,0.92,3.3946524720892723
10,50,split,0.85,3.4289283758173714
11,50,naive,0.85,3.15459665489845
11,50,jackknife,0.87,3.324848492457286
11,50,jackknife+,0.87,3.318691594392543
11,50,jackknife-mm,0.87,3.4071397799572316
11,50,CV+,0.87,3.391818008158515
11,50,split,0.89,3.432801024661165
12,50,naive,0.89,3.2875175025794765
12,50,jackknife,0.91,3.4708153304136946
12,50,jackknife+,0.91,3.4617973693916197
12,50,jackknife-mm,0.91,3.5543446155382155
12,50,CV+,0.91,3.4487628737946388
12,50,split,0.88,3.415643086583198
13,50,naive,0.86,3.303992001746149
13,50,jackknife,0.87,3.4756044865615703
13,50,jackknife+,0.87,3.479155660573121
13,50,jackknife-mm,0.87,3.558413013076227
13,50,CV+,0.87,3.4436628211675138
13,50,split,0.88,3.670160013060359
14,50,naive,0.92,3.224621303382155
14,50,jackknife,0.92,3.3952258848273296
14,50,jackknife+,0.92,3.3971656986083434
14,50,jackknife-mm,0.93,3.479677411293129
14,50,CV+,0.93,3.4274116238436005
14,50,split,0.92,3.682039208709474
15,50,naive,0.93,3.36200819607194
15,50,jackknife,0.93,3.5400414940059473
15,50,jackknife+,0.93,3.5490515453875036
15,50,jackknife-mm,0.93,3.627852769966136
15,50,CV+,0.93,3.532253421144948
15,50,split,0.94,3.749912710092247
16,50,naive,0.88,3.28741307087091
16,50,jackknife,0.9,3.428670270030243
16,50,jackknife+,0.9,3.4420350608763717
16,50,jackknife-mm,0.91,3.5177440711725296
16,50,CV+,0.9,3.4459760120575798
16,50,split,0.9,3.4454635982875903
17,50,naive,0.92,3.0662344355956224
17,50,jackknife,0.92,3.2176373366090236
17,50,jackknife+,0.92,3.2181211614888237
17,50,jackknife-mm,0.92,3.2969949854794596
17,50,CV+,0.92,3.247270737988858
17,50,split,0.91,3.2935106924406323
18,50,naive,0.86,3.2812581922178987
18,50,jackknife,0.87,3.4393129405443528
18,50,jackknife+,0.87,3.4398521401227606
18,50,jackknife-mm,0.88,3.522637337540177
18,50,CV+,0.87,3.4516913979737365
18,50,split,0.9,3.649633565548909
19,50,naive,0.9,3.147728997492438
19,50,jackknife,0.91,3.3067095627196177
19,50,jackknife+,0.91,3.3126340651801827
19,50,jackknife-mm,0.91,3.388002604090913
19,50,CV+,0.91,3.3447361696934323
19,50,split,0.91,3.4873456352362964
20,50,naive,0.82,3.1902836051378363
20,50,jackknife,0.86,3.3850574357783985
20,50,jackknife+,0.86,3.3736269711812623
20,50,jackknife-mm,0.86,3.4687231476693188
20,50,CV+,0.86,3.3898674280607044
20,50,split,0.82,3.332017460010428
21,50,naive,0.83,3.277241784022617
21,50,jackknife,0.84,3.436723407407766
21,50,jackknife+,0.84,3.4425338880020258
21,50,jackknife-mm,0.86,3.5208152892845406
21,50,CV+,0.84,3.41654283722551
21,50,split,0.86,3.3358000865424686
22,50,naive,0.87,3.059905799653789
22,50,jackknife,0.88,3.195972193799284
22,50,jackknife+,0.88,3.2001634655538025
22,50,jackknife-mm,0.89,3.2810172199090544
22,50,CV+,0.88,3.220486386433362
22,50,split,0.88,3.2801934452058448
23,50,naive,0.86,3.214529191634773
23,50,jackknife,0.88,3.424997668343354
23,50,jackknife+,0.87,3.4010291938485033
23,50,jackknife-mm,0.89,3.510217700719472
23,50,CV+,0.87,3.3503010856724504
23,50,split,0.9,3.522765157678256
24,50,naive,0.88,3.190549153814043
24,50,jackknife,0.89,3.3575842416312662
24,50,jackknife+,0.89,3.3656186882086496
24,50,jackknife-mm,0.91,3.441395347993808
24,50,CV+,0.89,3.391844648099945
24,50,split,0.89,3.447661984698203
25,50,naive,0.9,3.2702316403152794
25,50,jackknife,0.92,3.452023446123933
25,50,jackknife+,0.92,3.45218105263799
25,50,jackknife-mm,0.93,3.534538901655864
25,50,CV+,0.93,3.495538695079688
25,50,split,0.93,3.694422717933835
26,50,naive,0.86,3.307031945948247
26,50,jackknife,0.88,3.471774479887147
26,50,jackknife+,0.88,3.478531594896617
26,50,jackknife-mm,0.89,3.5600763330185248
26,50,CV+,0.88,3.4936924625203485
26,50,split,0.87,3.7929665044573544
27,50,naive,0.89,3.2845658658230827
27,50,jackknife,0.9,3.4521501572151374
27,50,jackknife+,0.9,3.457673730541289
27,50,jackknife-mm,0.9,3.5396975736674783
27,50,CV+,0.89,3.5170704333246117
27,50,split,0.91,3.62035410105227
28,50,naive,0.88,3.1760335863080122
28,50,jackknife,0.91,3.343513739869913
28,50,jackknife+,0.91,3.34680452434161
28,50,jackknife-mm,0.92,3.421433220464957
28,50,CV+,0.9,3.3407163720495574
28,50,split,0.91,3.2616293953704143
29,50,naive,0.84,3.2390460138897406
29,50,jackknife,0.87,3.4228696388129833
29,50,jackknife+,0.86,3.4206923874314996
29,50,jackknife-mm,0.89,3.5040497080435373
29,50,CV+,0.89,3.459966478422603
29,50,split,0.87,3.3740854026950156
30,50,naive,0.9,3.190776971859121
30,50,jackknife,0.92,3.3491230782957127
30,50,jackknife+,0.92,3.342995997668006
30,50,jackknife-mm,0.93,3.4352996321280656
30,50,CV+,0.92,3.34891056752015
30,50,split,0.9,3.3368878652439093
31,50,naive,0.87,3.0944517982932034
31,50,jackknife,0.9,3.256344456085229
31,50,jackknife+,0.9,3.266094190694035
31,50,jackknife-mm,0.9,3.340236087678059
31,50,CV+,0.9,3.295748298367099
31,50,split,0.9,3.7021191785689407
32,50,naive,0.94,3.227013727556425
32,50,jackknife,0.96,3.4167920749020517
32,50,jackknife+,0.96,3.4154275855970018
32,50,jackknife-mm,0.96,3.492965071355295
32,50,CV+,0.96,3.4163565728867216
32,50,split,0.95,3.4224996238156113
33,50,naive,0.89,3.1656063977003397
33,50,jackknife,0.9,3.331166611940585
33,50,jackknife+,0.9,3.33651461935089
33,50,jackknife-mm,0.9,3.4110558098695503
33,50,CV+,0.9,3.3618460049112104
33,50,split,0.92,3.35234290488095
34,50,naive,0.92,3.164564391623395
34,50,jackknife,0.94,3.3718330859670895
34,50,jackknife+,0.94,3.3621100264550523
34,50,jackknife-mm,0.94,3.45519475656845
34,50,CV+,0.94,3.3499888161616695
34,50,split,0.91,3.5308576619069125
35,50,naive,0.93,3.2185156950653013
35,50,jackknife,0.94,3.3840023598424405
35,50,jackknife+,0.94,3.3916149143054803
35,50,jackknife-mm,0.95,3.4697517441193697
35,50,CV+,0.94,3.461862675974467
35,50,split,0.95,3.7085689402441617
36,50,naive,0.97,3.3105364071279313
36,50,jackknife,0.98,3.4908897602273283
36,50,jackknife+,0.98,3.496119636970731
36,50,jackknife-mm,0.99,3.5800215321006656
36,50,CV+,0.99,3.522898305553467
36,50,split,0.99,3.403548907570418
37,50,naive,0.84,3.1713138193109613
37,50,jackknife,0.86,3.3442325407472544
37,50,jackknife+,0.86,3.3435746678586997
37,50,jackknife-mm,0.86,3.4269215925241343
37,50,CV+,0.85,3.342033015335541
37,50,split,0.85,3.478950137756959
38,50,naive,0.83,3.1670955477449643
38,50,jackknife,0.84,3.353169548593024
38,50,jackknife+,0.84,3.3461180499747183
38,50,jackknife-mm,0.85,3.4345905805283
38,50,CV+,0.85,3.3840268768336905
38,50,split,0.85,3.4980908762735172
39,50,naive,0.84,3.2987347093362223
39,50,jackknife,0.88,3.468613603727724
39,50,jackknife+,0.88,3.4660404277512797
39,50,jackknife-mm,0.9,3.5584227668121327
39,50,CV+,0.88,3.45310922952275
39,50,split,0.93,3.5386903733966033
40,50,naive,0.89,3.198702886344699
40,50,jackknife,0.91,3.353793155689082
40,50,jackknife+,0.91,3.3678672256708087
40,50,jackknife-mm,0.91,3.4412658541125762
40,50,CV+,0.91,3.369285249558067
40,50,split,0.9,3.4099305714510315
41,50,naive,0.9,3.180756841755512
41,50,jackknife,0.91,3.3623271317402956
41,50,jackknife+,0.91,3.355706910562325
41,50,jackknife-mm,0.92,3.444787459527088
41,50,CV+,0.91,3.4017024941609644
41,50,split,0.92,3.2831794937116627
42,50,naive,0.86,3.2693267459563344
42,50,jackknife,0.88,3.438507564475352
42,50,jackknife+,0.88,3.437333674390276
42,50,jackknife-mm,0.9,3.51807490424181
42,50,CV+,0.87,3.4104334601984108
42,50,split,0.89,3.699499139562083
43,50,naive,0.89,3.1539473344009297
43,50,jackknife,0.91,3.3118957344569835
43,50,jackknife+,0.91,3.319558319512743
43,50,jackknife-mm,0.92,3.391734613451886
43,50,CV+,0.92,3.328859947161995
43,50,split,0.89,3.419549381120951
44,50,naive,0.96,3.1449505831842557
44,50,jackknife,0.97,3.307121704434582
44,50,jackknife+,0.97,3.306113973128115
44,50,jackknife-mm,0.97,3.3947570080695515
44,50,CV+,0.97,3.310504117393831
44,50,split,0.96,3.3604559733635653
45,50,naive,0.89,3.243208538839741
45,50,jackknife,0.89,3.424776648375734
45,50,jackknife+,0.89,3.429274021605997
45,50,jackknife-mm,0.89,3.5069805384204282
45,50,CV+,0.89,3.423205397974092
45,50,split,0.9,3.5606012785809753
46,50,naive,0.89,3.226788662634311
46,50,jackknife,0.9,3.3982274444865697
46,50,jackknife+,0.9,3.4005681313523377
46,50,jackknife-mm,0.9,3.486635318558438
46,50,CV+,0.9,3.4100840352665567
46,50,split,0.88,3.413919501843813
47,50,naive,0.87,3.3370890308296817
47,50,jackknife,0.9,3.5080285965264952
47,50,jackknife+,0.9,3.508618264243759
47,50,jackknife-mm,0.9,3.5944286452636605
47,50,CV+,0.9,3.509708862405623
47,50,split,0.9,3.603742851679688
48,50,naive,0.91,3.2079980867285425
48,50,jackknife,0.92,3.3640328093330614
48,50,jackknife+,0.92,3.3653473781402123
48,50,jackknife-mm,0.92,3.4520197282730694
48,50,CV+,0.92,3.375975956409412
48,50,split,0.91,3.519913161316363
49,50,naive,0.86,3.049913692902466
49,50,jackknife,0.89,3.2188062801989967
49,50,jackknife+,0.89,3.207895052088461
49,50,jackknife-mm,0.89,3.302706754016248
49,50,CV+,0.89,3.2228364540266345
49,50,split,0.87,3.3408596684780054
0,55,naive,0.84,3.196437267209996
0,55,jackknife,0.87,3.37422440492162
0,55,jackknife+,0.87,3.381370707619912
0,55,jackknife-mm,0.87,3.4645870444873306
0,55,CV+,0.87,3.4568409908461932
0,55,split,0.89,3.518855132999702
1,55,naive,0.92,3.2354726237303093
1,55,jackknife,0.95,3.41542641323042
1,55,jackknife+,0.94,3.424739112154073
1,55,jackknife-mm,0.95,3.5004853939332747
1,55,CV+,0.95,3.468042412452614
1,55,split,0.93,3.522243400153192
2,55,naive,0.91,3.1142068413185826
2,55,jackknife,0.93,3.3078121929278836
2,55,jackknife+,0.93,3.292751849820679
2,55,jackknife-mm,0.95,3.3896209005481546
2,55,CV+,0.94,3.3499657030893286
2,55,split,0.96,3.4843072094489065
3,55,naive,0.88,3.1762185609163724
3,55,jackknife,0.9,3.3410658794734918
3,55,jackknife+,0.9,3.3489528122276853
3,55,jackknife-mm,0.91,3.429179161114874
3,55,CV+,0.9,3.3913981760951857
3,55,split,0.93,3.5287341081176864
4,55,naive,0.88,3.2569715759791866
4,55,jackknife,0.92,3.4623929287257034
4,55,jackknife+,0.92,3.452522999569913
4,55,jackknife-mm,0.93,3.553397885066888
4,55,CV+,0.92,3.4845817844435816
4,55,split,0.92,3.5482558971844984
5,55,naive,0.87,3.235803078613912
5,55,jackknife,0.91,3.412717489770553
5,55,jackknife+,0.91,3.4184069360039433
5,55,jackknife-mm,0.91,3.5037693229772504
5,55,CV+,0.91,3.4716338302288947
5,55,split,0.92,3.5761988033957497
6,55,naive,0.88,3.2585313425506865
6,55,jackknife,0.91,3.4229518240319248
6,55,jackknife+,0.92,3.428722342369335
6,55,jackknife-mm,0.93,3.5099267522586213
6,55,CV+,0.92,3.4590469970978215
6,55,split,0.95,3.8245351605820743
7,55,naive,0.91,3.2938203370842456
7,55,jackknife,0.92,3.5051057294765915
7,55,jackknife+,0.92,3.4913060355635683
7,55,jackknife-mm,0.93,3.600051163284346
7,55,CV+,0.91,3.483123766712367
7,55,split,0.93,3.7619038067477386
8,55,naive,0.88,3.1674928295605405
8,55,jackknife,0.91,3.3595336897308816
8,55,jackknife+,0.91,3.356462178700251
8,55,jackknife-mm,0.94,3.454998821879492
8,55,CV+,0.92,3.385287758672849
8,55,split,0.92,3.3779917703964717
9,55,naive,0.86,3.2020234446150573
9,55,jackknife,0.89,3.3655601039140897
9,55,jackknife+,0.89,3.372129851476054
9,55,jackknife-mm,0.89,3.4491480922659368
9,55,CV+,0.89,3.4289261705776273
9,55,split,0.86,3.393230020961886
10,55,naive,0.94,3.1685653324927916
10,55,jackknife,0.97,3.357921449301181
10,55,jackknife+,0.97,3.3508063413445353
10,55,jackknife-mm,0.98,3.442100283293592
10,55,CV+,0.97,3.3834902931794018
10,55,split,0.96,3.4568884620274556
